X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,X_92,X_93,X_94,X_95,X_96,X_97,X_98,X_99,target
5,9,1,5,2,7,1,2,4,2,2,10,3,5,8,5,9,6,4,5,9,4,7,7,1,2,7,0,1,8,1,0,4,2,8,7,1,8,0,7,0,1,4,6,5,5,0,4,2,0,1,6,9,1,0,8,2,8,5,4,2,9,7,8,8,4,7,9,7,7,7,0,3,9,6,9,7,6,1,9,3,3,5,0,8,8,5,5,4,9,8,3,10,8,2,4,4,3,3,1,-214.64423837340954
7,2,5,5,0,3,5,3,6,6,1,9,7,1,7,9,0,7,0,5,4,6,0,5,7,4,5,2,4,9,4,1,5,7,9,1,5,2,0,6,0,7,1,8,7,3,4,6,0,7,3,1,2,0,4,8,2,3,5,6,6,6,2,6,7,7,2,2,5,3,3,5,4,3,2,1,2,2,3,5,0,1,8,9,8,7,1,0,4,8,1,4,8,3,1,1,5,2,9,3,-123.76172214409398
4,8,3,8,6,5,2,1,7,9,4,6,9,8,8,3,5,2,3,6,2,3,9,5,6,4,0,8,8,9,3,8,7,2,0,2,5,5,7,7,8,9,9,3,6,6,6,3,4,4,9,5,9,1,5,9,7,7,2,5,8,0,7,4,5,7,6,8,2,0,0,1,9,4,5,9,6,6,8,6,9,1,4,3,1,8,9,2,6,6,9,2,7,1,3,9,0,8,0,1,217.68164074459963
5,4,6,8,6,8,4,1,3,7,1,0,0,4,6,5,8,4,5,9,8,5,6,3,5,0,9,6,5,6,2,2,7,4,5,1,4,9,7,9,9,5,1,5,8,4,2,1,7,2,6,9,4,2,6,8,2,4,6,4,8,9,4,7,3,3,3,6,1,3,4,7,4,3,0,7,0,7,7,7,6,8,9,2,0,3,4,4,7,3,0,9,5,7,9,0,8,1,0,0,-128.69201595206982
1,2,1,1,7,5,4,9,1,1,5,0,1,7,5,3,8,2,4,7,3,3,6,6,8,2,7,1,7,5,1,3,6,2,5,2,2,3,1,1,9,8,0,8,7,5,3,1,5,1,0,7,6,8,1,2,0,0,0,5,7,7,1,3,3,6,1,7,9,9,9,3,3,3,0,7,3,2,1,2,8,1,6,9,2,5,9,2,2,5,4,7,8,3,0,4,5,0,2,2,-151.93143902545734
9,6,9,8,7,6,1,5,3,8,2,7,8,4,6,3,6,1,4,9,1,8,3,1,7,8,5,8,4,9,1,8,5,0,1,5,5,0,8,1,3,4,9,0,5,4,0,0,2,6,0,6,0,2,0,5,8,5,2,7,5,0,7,7,3,8,4,2,2,4,8,1,5,6,0,9,6,2,8,8,3,6,6,9,2,8,6,3,5,5,3,4,1,8,6,3,2,5,3,9,-237.36836379082263
3,6,2,5,8,2,6,8,2,7,1,3,8,2,2,7,3,2,5,4,1,4,8,7,4,4,8,4,6,6,1,8,3,8,3,4,3,3,6,1,5,7,9,5,7,7,8,6,1,8,1,1,9,7,1,1,1,3,3,7,2,6,1,8,0,0,2,0,2,3,5,7,3,1,4,7,4,9,8,1,8,0,6,8,4,1,2,8,6,2,9,8,8,1,8,0,2,0,9,7,147.5329144422922
8,8,0,1,1,6,7,1,1,7,7,3,4,5,1,1,8,8,1,3,0,2,8,1,1,9,7,3,6,9,8,3,9,5,5,2,1,5,5,6,6,5,0,9,5,9,7,7,0,2,7,0,2,8,7,7,5,3,7,5,0,3,0,6,2,2,7,2,7,5,4,8,8,2,4,6,1,5,6,7,2,7,9,4,2,8,4,1,4,8,2,4,0,3,3,8,6,8,6,6,245.53757686943584
3,0,6,1,3,6,9,9,5,6,8,0,0,3,6,5,7,4,7,7,1,8,3,4,0,1,5,3,3,0,8,6,6,7,0,4,2,1,8,5,6,6,3,5,4,3,7,3,3,6,3,2,7,7,6,1,1,9,0,7,9,1,2,6,7,6,5,8,2,4,6,3,9,5,2,2,2,7,0,3,3,1,8,6,7,7,4,0,1,5,5,6,7,1,4,8,2,2,8,8,200.84770729443377
3,7,6,0,2,0,8,1,2,2,5,1,2,0,8,7,7,2,2,5,5,6,9,6,7,5,6,8,4,1,0,4,8,7,0,8,9,6,9,3,0,1,1,3,7,7,8,5,7,2,2,4,3,4,6,4,7,5,5,9,7,6,5,3,4,5,8,0,2,6,1,3,6,7,8,0,1,8,4,7,2,1,1,8,7,1,2,2,1,1,1,7,6,8,8,0,8,3,4,3,218.40074255491402
1,8,1,5,4,0,4,5,9,1,7,9,9,3,9,0,9,0,4,3,6,4,9,4,10,6,5,2,4,6,1,5,8,9,7,3,5,1,5,1,8,2,5,8,2,8,5,8,1,4,3,2,7,0,4,2,5,8,1,2,8,2,3,7,6,2,7,7,5,1,1,5,6,6,2,3,6,5,0,5,1,7,9,6,9,6,6,5,7,2,7,4,2,8,2,4,5,1,8,8,19.505188621274982
9,7,4,1,3,9,9,2,8,4,4,6,6,2,6,3,8,9,5,3,7,8,5,0,8,1,6,6,6,3,1,8,9,3,1,3,6,9,1,2,1,0,8,5,6,0,8,6,2,8,5,1,1,1,1,8,4,9,6,5,4,7,9,1,0,8,2,3,2,2,2,4,4,8,4,6,2,4,9,5,5,2,1,4,1,7,1,9,3,1,1,4,0,0,8,7,7,7,6,6,128.97486801130327
5,4,7,6,5,7,7,5,7,1,7,2,8,6,0,3,5,7,3,0,4,9,1,3,2,2,8,1,0,3,2,9,0,8,1,5,4,9,3,3,1,8,1,8,0,6,3,1,7,0,6,7,2,7,5,7,0,8,8,7,7,0,8,7,2,1,4,0,1,2,9,3,5,5,4,1,2,5,5,1,4,7,6,4,1,2,0,1,7,9,7,8,4,7,8,2,4,8,9,4,-185.8264470558542
7,2,5,6,6,1,2,5,2,9,2,7,9,6,3,0,8,1,4,2,9,1,3,4,6,5,3,2,5,8,5,4,9,1,6,1,7,5,3,2,2,3,2,2,0,0,2,7,2,0,6,0,5,2,8,3,7,4,0,8,5,8,2,1,6,2,2,2,7,3,2,4,7,7,3,1,5,2,9,0,7,7,8,4,2,0,4,1,7,0,8,8,6,2,1,6,3,0,5,1,88.55055421602356
0,0,8,6,5,1,5,1,2,2,7,5,7,3,6,7,3,4,3,5,7,9,6,4,4,6,3,5,2,5,3,2,5,8,1,7,0,9,0,4,4,8,9,8,4,7,3,0,5,6,2,2,1,7,7,2,8,4,3,2,4,2,4,1,8,6,6,2,2,8,0,0,0,5,0,1,8,9,2,2,5,8,2,9,4,8,2,4,7,1,6,2,8,1,2,8,4,1,4,4,19.12159847743189
2,8,2,1,4,0,5,6,6,8,8,1,4,8,9,7,2,5,4,9,9,1,9,5,9,1,8,1,1,1,3,0,7,0,7,6,6,3,1,3,8,3,2,9,9,2,3,3,7,4,2,9,5,2,4,3,6,7,5,4,6,1,0,1,0,6,5,2,3,2,0,6,8,9,8,2,6,5,1,9,8,9,5,3,9,6,2,3,6,1,4,1,5,3,1,6,8,2,5,9,71.4821289176584
2,4,5,3,2,8,0,9,5,1,5,9,0,3,3,3,1,0,6,8,7,9,8,1,7,8,5,1,6,8,0,5,0,7,1,7,7,6,7,6,8,2,6,5,2,9,4,0,2,9,9,5,6,5,8,6,9,7,7,8,4,7,6,2,1,7,1,1,5,7,8,6,8,8,2,8,2,4,4,8,9,0,0,5,2,3,2,6,1,4,1,5,4,8,2,6,0,6,7,0,-137.4541290879488
8,6,1,9,9,2,9,2,0,1,4,4,8,5,0,1,7,1,2,8,2,5,6,8,4,7,7,8,7,3,1,2,6,3,4,0,2,1,6,1,6,5,9,0,6,8,8,8,5,8,7,3,2,9,5,9,5,6,9,0,8,8,3,7,4,2,0,5,1,8,3,3,4,3,1,4,9,8,4,9,3,9,1,7,3,0,4,4,0,0,0,9,8,8,1,1,6,9,8,3,-72.90877822706136
9,2,8,7,5,7,8,9,7,4,4,6,0,1,3,3,1,5,7,6,1,6,1,7,0,5,8,1,1,3,2,8,9,8,8,0,3,4,3,7,3,5,8,7,3,1,5,1,4,1,4,1,3,2,0,6,7,2,3,8,0,4,4,3,3,2,5,5,5,8,2,4,3,0,5,2,6,2,8,9,0,3,9,2,3,5,9,0,2,5,5,8,5,8,1,3,0,5,5,0,-37.225725205053735
0,1,2,3,6,2,7,5,9,6,0,3,8,0,8,0,5,4,7,1,1,2,6,7,8,4,5,2,8,4,4,4,6,1,1,9,3,7,8,1,3,2,2,4,0,5,1,1,7,5,9,3,1,3,1,4,9,1,7,5,2,9,7,2,4,7,1,3,4,6,1,0,1,2,2,1,1,1,7,4,4,1,3,7,7,3,2,4,9,8,6,1,0,1,4,3,4,1,1,3,-136.85005359079906
6,6,9,5,8,8,2,3,8,0,6,0,1,5,7,0,2,7,0,4,8,1,2,4,3,2,6,8,0,7,0,4,3,6,4,1,8,7,1,5,3,1,0,1,0,1,7,7,8,8,7,0,8,7,6,8,0,1,8,3,2,8,8,9,4,0,1,8,0,7,5,6,2,3,4,7,5,4,0,8,1,0,1,1,4,9,0,3,6,3,8,2,2,9,3,1,1,5,8,4,-95.97159448037797
8,3,4,2,5,7,1,3,6,6,2,5,7,4,3,0,8,2,0,6,1,8,1,6,8,5,4,4,0,3,3,8,6,2,4,9,4,5,2,6,2,7,9,9,8,1,0,8,0,5,6,0,5,3,6,9,8,9,6,7,6,6,9,7,3,9,8,0,8,4,3,7,7,9,0,3,9,0,1,0,5,4,7,1,5,4,0,3,5,9,7,3,1,1,3,0,1,8,7,9,-375.969855866697
2,0,3,5,5,6,1,3,1,2,7,4,6,2,9,8,6,8,4,1,1,8,2,7,7,9,6,7,4,3,1,6,7,6,5,1,7,6,8,3,6,7,5,7,6,3,4,2,3,9,8,9,1,6,0,4,6,9,4,2,8,8,8,1,1,7,9,6,7,4,7,1,3,3,8,8,9,6,9,2,0,2,2,9,0,5,3,8,7,8,1,5,9,8,6,3,6,4,2,2,-81.51110079653226
5,0,2,8,8,9,7,8,8,9,4,5,7,2,9,4,4,2,2,2,0,8,8,1,5,9,8,4,0,2,5,7,2,7,3,0,5,0,6,4,0,8,8,3,2,7,6,8,9,9,3,2,1,9,8,3,3,7,3,7,9,8,5,8,1,8,3,8,5,7,9,5,9,8,6,7,7,7,1,8,3,3,0,4,1,1,0,4,3,2,9,3,6,8,7,7,2,1,2,1,147.59549547707346
4,3,6,1,3,8,4,9,7,0,4,4,9,3,1,2,9,2,8,9,6,4,5,5,3,0,0,2,6,5,8,9,0,9,1,1,1,4,8,6,6,2,9,4,5,4,7,0,4,1,8,9,3,9,5,0,6,5,6,8,9,9,6,2,8,0,7,1,2,3,3,6,9,4,5,9,7,0,3,9,3,6,2,6,5,7,5,2,0,2,8,8,0,8,6,7,3,9,1,0,-80.11357017333685
9,8,6,6,7,3,7,9,0,1,2,1,2,1,8,3,8,9,8,9,4,7,1,3,3,8,1,6,8,2,8,4,7,6,0,3,0,8,0,1,8,4,9,1,6,8,4,6,8,5,8,6,3,9,7,4,2,0,2,9,3,2,8,8,6,9,7,0,5,1,7,5,5,1,8,3,5,0,5,6,7,9,1,3,9,7,7,3,6,7,3,6,1,8,8,2,1,2,1,5,-50.95804445579928
1,6,8,1,0,4,1,1,4,7,5,1,4,9,9,5,3,1,8,1,4,8,7,2,4,4,4,4,2,8,8,8,8,5,0,6,6,4,4,1,7,1,4,1,8,5,7,6,0,8,4,9,4,8,2,9,4,6,7,2,5,9,8,2,3,1,8,5,8,8,5,0,7,4,2,8,8,3,1,1,0,7,7,5,7,5,8,6,7,8,6,9,6,7,5,2,7,8,5,5,156.5767392752394
5,4,5,8,2,3,5,5,6,4,5,5,1,9,7,3,5,7,9,5,5,9,0,2,1,9,8,9,2,3,5,3,8,2,3,8,6,7,9,5,5,4,7,8,9,8,2,8,3,7,8,2,2,6,5,9,6,1,3,3,7,8,8,6,9,7,5,6,5,0,5,3,5,9,1,3,7,0,8,2,0,9,2,1,3,8,5,6,0,4,2,1,9,3,1,1,5,4,5,1,-232.93261826566024
7,7,2,4,7,2,3,2,2,1,4,9,1,7,4,8,1,2,8,3,4,5,5,2,6,9,7,1,3,9,3,2,5,4,7,1,7,5,0,7,8,1,4,5,2,3,2,6,5,5,6,5,2,2,1,8,7,4,8,1,4,8,8,0,2,9,8,7,7,6,8,5,4,0,3,0,5,1,2,6,4,2,5,4,7,9,6,6,1,5,0,4,3,3,8,1,3,2,2,4,-248.45257321569753
0,7,6,8,8,4,2,2,5,0,4,4,6,2,3,3,2,1,9,8,7,7,3,0,5,3,9,5,4,7,9,0,0,3,2,6,5,4,1,1,6,6,5,5,7,2,2,6,1,5,2,2,3,1,8,3,4,8,2,9,3,3,2,8,9,4,0,5,8,0,9,6,4,2,8,3,4,4,2,1,6,0,8,8,8,9,7,4,1,0,8,0,9,3,9,5,5,4,2,3,102.7574693822036
1,6,3,8,3,3,7,4,8,9,0,1,8,6,5,7,4,4,6,2,4,9,7,1,6,1,2,1,8,3,3,9,2,8,1,1,1,1,6,0,3,7,1,7,8,5,1,5,4,2,7,1,9,6,3,1,1,7,1,4,8,0,1,4,8,0,1,1,8,2,8,5,0,5,3,9,8,1,2,4,4,9,7,3,1,6,7,0,0,8,2,8,6,8,5,7,9,1,5,7,-219.488878135631
6,6,2,3,7,4,4,3,4,6,1,8,1,2,1,0,1,8,3,4,3,1,1,5,4,4,3,6,8,7,1,7,8,5,4,7,6,1,3,7,0,9,6,6,1,2,3,3,5,7,8,7,5,8,1,8,8,3,7,3,5,2,2,4,9,2,3,2,7,5,8,3,6,0,8,8,9,7,6,3,3,2,3,8,7,5,0,7,1,6,4,3,4,6,0,5,3,6,7,2,-40.1016903602851
5,0,3,1,8,5,4,4,7,3,6,1,0,6,7,5,3,4,2,4,6,4,8,9,3,7,6,6,6,1,9,5,3,5,9,9,2,7,5,0,8,2,8,2,5,7,5,7,8,4,8,5,6,1,2,3,3,8,1,6,4,9,9,9,1,0,7,3,4,1,0,5,3,0,6,3,9,1,5,1,2,1,8,6,1,3,4,4,3,1,4,5,7,7,3,0,2,4,1,5,6.162991927306653
1,4,3,5,1,3,5,9,8,5,5,8,1,9,8,1,3,2,5,4,0,7,6,3,5,2,1,9,5,8,7,2,5,9,8,4,4,9,8,2,6,2,5,0,9,0,5,5,3,5,8,6,1,3,4,4,7,8,0,2,2,1,6,7,1,2,7,8,8,6,6,0,8,6,4,3,6,2,1,8,3,3,1,6,1,7,1,7,0,2,3,9,8,1,7,9,1,3,5,4,34.615327385083745
9,6,8,4,1,5,0,1,8,5,6,5,4,9,2,1,0,9,7,9,4,7,4,2,5,7,6,1,1,7,2,6,5,6,8,6,1,8,7,4,6,4,2,7,7,3,8,2,0,5,3,1,7,9,8,0,6,2,5,0,9,3,3,8,8,6,8,1,6,1,0,2,8,1,6,6,4,6,9,8,1,4,1,7,7,8,4,2,7,2,2,1,4,3,6,3,4,4,4,9,-146.12341608981876
1,7,7,9,9,3,1,0,6,4,2,5,0,5,7,2,8,2,2,4,6,9,9,1,9,0,4,7,8,4,4,3,5,6,6,2,1,3,2,1,1,8,6,0,7,8,7,1,3,2,6,7,3,6,8,8,5,0,8,0,7,2,7,0,7,6,6,5,5,9,2,5,7,4,3,8,9,4,7,5,9,4,6,0,8,4,4,6,7,7,2,0,1,2,2,2,3,3,1,3,-59.21787722866682
0,3,9,1,0,1,3,1,2,8,0,3,6,0,1,8,1,3,8,2,6,1,6,6,2,6,8,8,6,2,8,0,4,5,8,6,1,1,2,1,4,2,1,1,8,3,5,1,4,1,1,7,8,0,1,4,1,5,0,8,9,3,7,3,4,7,7,1,5,5,9,0,8,7,0,8,2,3,0,4,6,3,1,8,2,2,2,3,3,6,0,2,4,1,3,6,0,1,8,4,44.578750463366646
4,7,7,1,4,5,8,0,6,4,5,9,8,0,3,2,6,4,1,5,2,5,7,7,3,7,1,6,7,6,9,7,2,0,2,4,5,3,2,1,4,0,7,8,2,4,4,3,0,3,6,5,4,8,7,1,7,4,9,4,7,4,6,8,6,8,8,0,7,9,7,3,4,1,8,0,8,0,0,7,8,3,7,3,0,0,6,8,7,7,7,8,8,3,1,0,3,1,5,7,-48.845834471969674
8,8,1,1,8,2,4,7,2,8,9,1,4,8,7,7,8,6,1,7,8,2,2,8,5,2,1,4,7,1,6,8,3,7,8,6,4,6,5,2,4,5,6,3,0,0,5,8,2,4,6,5,5,0,7,0,5,5,4,2,3,2,0,5,7,7,1,6,2,4,9,7,8,2,3,2,4,4,9,8,5,4,1,1,9,6,8,4,6,8,3,8,7,3,8,7,3,1,9,9,-35.038048314719475
2,8,3,8,2,5,9,1,5,7,8,8,2,7,4,8,4,4,1,1,7,4,8,8,7,5,6,5,3,6,7,8,8,8,6,2,4,3,9,8,4,3,7,8,9,3,3,3,2,2,3,8,4,8,8,9,3,2,9,0,2,6,6,1,9,2,2,9,1,7,1,3,1,3,3,1,7,2,10,0,6,4,5,7,1,7,3,5,1,4,4,1,3,9,9,6,6,8,2,8,-26.23051056562754
1,6,3,5,3,1,4,8,6,7,4,4,8,3,6,8,4,6,1,4,1,6,4,9,6,6,3,9,5,4,1,7,1,5,8,9,3,0,0,3,5,3,8,1,3,7,4,1,9,4,2,7,5,6,7,4,8,8,7,7,7,3,7,3,2,8,7,5,2,2,0,6,6,5,3,2,9,3,2,7,0,6,5,4,9,7,8,1,1,6,5,7,9,4,3,7,4,5,9,9,-124.55252785773938
5,6,4,6,3,1,7,8,2,2,6,8,7,3,2,5,3,4,0,1,1,6,4,1,7,8,8,7,5,2,1,2,4,9,8,2,8,8,9,8,5,2,6,9,9,0,7,7,5,7,8,9,5,1,7,3,5,2,3,2,0,7,8,3,8,4,4,4,4,1,2,2,6,0,0,2,3,6,8,8,1,1,1,2,3,0,2,9,3,3,9,9,6,7,1,4,7,1,1,0,38.549565214746366
1,2,8,1,4,5,2,3,1,7,7,1,9,2,3,1,6,3,5,1,1,9,0,1,8,4,0,8,3,8,1,3,8,5,6,2,4,4,5,6,3,3,1,6,1,3,1,0,8,3,4,5,1,5,7,6,1,9,4,1,8,0,4,5,8,2,1,2,1,0,6,9,2,4,3,3,2,3,6,0,4,7,5,9,8,1,0,7,4,5,0,4,7,6,6,8,3,1,2,4,-262.1836350566534
2,8,7,1,7,2,4,1,8,0,4,1,2,2,0,8,10,7,6,0,6,1,9,6,0,3,5,3,3,4,1,0,5,9,8,1,4,9,1,8,8,3,1,1,9,6,1,5,8,8,1,4,7,5,4,5,2,2,4,5,6,6,9,6,8,5,6,8,9,1,3,0,7,3,9,5,6,0,8,2,1,3,7,9,7,4,6,7,0,5,1,1,2,5,3,3,2,2,9,2,-224.43314801381743
1,3,5,9,2,1,5,5,4,2,0,2,0,7,3,4,5,1,0,9,9,2,4,1,0,4,4,5,2,2,9,7,3,1,7,4,2,5,1,8,6,5,6,4,9,2,9,3,3,6,8,9,4,1,5,6,1,9,0,8,8,8,4,6,2,4,4,2,7,5,2,8,7,5,0,1,6,8,2,4,1,1,4,7,1,1,2,7,0,4,3,1,8,3,0,5,8,4,5,6,323.6845117470744
1,5,7,9,7,5,5,8,1,1,4,6,1,2,7,1,6,6,8,6,7,4,0,2,6,9,3,5,5,5,3,4,2,1,1,2,1,4,5,2,3,1,8,5,6,8,7,6,6,1,1,4,4,1,3,1,8,2,0,5,5,3,7,6,8,3,6,7,7,9,8,7,8,1,1,2,7,4,1,2,5,2,3,6,0,4,8,1,1,3,7,4,8,6,3,4,4,7,8,4,-97.54896303238499
5,5,0,2,8,4,0,4,3,8,3,9,9,5,7,6,3,5,9,5,8,2,5,5,5,7,7,2,8,8,5,7,3,5,4,3,2,1,7,1,7,7,8,7,0,6,1,1,5,8,2,2,4,2,6,7,8,6,8,9,7,2,0,1,9,8,3,0,2,0,3,6,4,1,8,2,6,2,3,5,7,3,4,2,4,8,1,0,2,7,4,7,1,0,5,5,7,9,3,4,-80.91062761890373
1,2,5,9,1,5,4,0,3,4,2,8,5,1,1,6,7,2,5,3,2,3,3,4,8,1,3,1,1,1,6,6,8,3,6,7,1,4,2,5,0,8,0,2,8,3,5,5,6,0,2,5,5,8,9,7,3,9,0,3,0,0,1,3,6,4,1,8,5,1,0,2,4,6,9,2,4,6,4,0,3,5,2,3,6,9,9,4,1,4,9,8,8,8,1,5,2,2,8,0,58.0943701795518
0,7,2,6,8,6,9,8,6,9,2,2,6,1,8,2,7,3,8,4,6,2,3,8,2,2,4,6,5,9,8,2,8,0,6,9,5,7,4,5,5,6,5,7,1,0,3,4,4,8,4,4,6,5,6,7,2,2,8,1,7,1,9,0,8,3,5,2,1,2,1,7,4,3,6,8,3,9,3,3,9,8,1,1,3,1,0,2,6,6,6,4,4,3,5,3,3,6,4,1,184.9478420588987
8,9,6,5,1,1,3,7,7,5,3,8,2,6,7,1,3,3,6,3,8,7,8,0,6,3,2,2,1,1,2,9,1,2,9,1,8,3,8,5,6,4,8,6,4,1,4,9,6,0,4,3,9,3,4,2,7,8,6,9,1,7,3,5,3,5,0,5,5,9,7,9,4,4,6,6,3,1,2,4,7,5,7,7,5,1,1,7,4,1,8,1,1,7,2,1,3,7,2,3,-38.92537819155774
8,9,2,0,1,5,9,2,9,5,9,2,1,5,9,3,6,9,7,4,4,7,8,4,5,5,7,9,7,2,6,3,9,9,8,4,8,4,7,5,2,2,7,2,2,1,9,1,3,0,6,1,9,3,4,8,4,6,9,7,8,7,7,7,3,1,2,5,7,1,6,3,0,8,8,5,2,5,6,0,4,6,2,4,4,1,7,2,3,0,3,8,4,3,7,0,3,1,8,5,381.9637381885443
4,4,1,9,3,6,5,2,7,9,1,4,7,4,3,0,4,1,9,4,5,1,7,7,0,7,7,6,5,4,2,1,2,7,2,5,8,4,7,5,7,5,1,6,2,9,0,9,0,3,3,6,8,2,1,2,9,3,0,2,4,1,4,2,2,5,5,0,3,5,4,4,6,7,6,7,1,1,9,1,5,7,7,5,1,1,0,5,4,3,7,8,7,8,8,0,0,3,0,7,-287.49199229406963
5,1,1,2,3,5,7,0,5,4,7,2,5,6,4,5,2,7,9,1,5,3,7,2,6,6,5,6,8,8,4,6,7,2,0,5,7,9,8,5,1,4,1,8,0,6,6,1,8,8,7,5,1,1,3,5,9,1,3,3,5,3,0,3,5,2,2,1,6,1,1,9,2,3,5,5,3,7,1,3,0,8,4,9,0,7,2,1,4,5,0,3,3,2,5,8,1,9,2,7,95.69962450826746
9,1,6,6,7,6,8,9,8,5,4,2,2,6,5,8,8,5,8,1,0,7,9,9,0,6,1,4,6,3,8,3,1,9,3,7,5,6,8,10,1,7,9,1,1,0,1,5,3,4,8,2,0,0,2,5,5,9,5,4,1,4,4,1,6,3,6,8,6,7,6,0,7,9,4,4,1,7,1,1,6,1,3,1,9,4,2,7,1,7,1,2,0,4,8,6,1,9,4,3,51.29802805239449
3,5,9,8,9,3,4,4,4,4,8,2,9,8,3,9,5,4,8,4,8,1,1,3,2,6,7,2,9,8,3,3,0,2,3,2,8,6,7,5,9,4,1,8,3,4,1,5,0,7,4,5,6,5,4,5,8,1,8,8,3,0,1,8,0,4,6,6,0,7,3,5,8,0,8,2,5,4,1,2,6,2,8,2,2,4,4,8,6,2,7,7,3,0,5,9,6,8,1,7,-105.94717778744288
1,1,4,3,6,3,9,0,1,2,5,1,1,8,8,8,9,1,8,7,6,4,1,3,4,5,1,5,6,5,5,8,2,6,4,4,8,2,9,4,0,9,1,6,9,1,8,9,4,6,8,8,5,4,5,9,7,2,7,7,9,7,4,6,8,7,2,1,9,1,6,8,1,4,1,6,8,6,8,8,5,5,6,8,3,7,8,4,4,5,3,3,4,1,1,3,4,3,7,1,97.11393272374258
3,7,9,3,8,9,5,0,9,1,9,9,2,4,4,3,8,3,6,8,9,8,8,0,8,9,6,6,7,6,5,1,4,9,5,5,0,3,6,2,3,1,5,6,2,8,5,8,5,0,1,1,8,9,5,8,1,1,2,1,8,5,3,5,7,8,8,7,3,1,9,6,2,1,5,8,4,3,9,2,5,8,2,0,8,8,3,0,5,1,9,7,2,7,8,6,8,5,1,8,-39.613746389654494
6,4,2,9,9,2,8,6,1,7,5,7,1,1,1,0,1,8,0,1,9,4,5,8,2,4,7,4,1,9,3,5,7,1,5,8,1,5,9,2,2,4,2,3,6,4,3,8,9,7,8,2,4,1,1,2,8,3,3,0,1,4,3,6,9,4,1,8,1,7,0,0,7,1,9,2,2,5,6,2,6,9,7,0,3,1,8,6,9,1,1,1,2,9,2,1,2,5,8,1,-174.11140823985124
6,6,7,8,8,7,3,6,6,1,7,2,8,2,7,2,3,2,4,6,7,4,0,0,0,2,5,1,4,3,0,8,8,2,7,1,2,1,9,7,3,6,6,0,9,3,1,4,7,0,4,9,8,8,5,6,0,9,0,2,9,0,5,7,6,0,2,0,2,9,5,9,1,3,8,8,2,1,9,4,9,4,6,4,9,8,6,0,7,4,9,6,2,4,5,7,7,2,8,4,-260.10229760445765
4,6,9,0,9,5,1,3,3,3,5,8,0,3,4,5,5,2,6,9,3,0,1,3,4,2,4,4,4,5,2,9,8,5,4,6,1,5,8,6,1,5,6,0,5,0,6,9,3,4,3,1,8,3,1,8,1,9,1,1,2,3,3,9,5,7,1,4,1,5,0,5,1,1,2,9,7,5,1,0,5,3,3,3,9,0,2,4,1,9,3,6,5,5,6,3,6,3,2,5,-97.09159766036295
4,0,6,3,0,8,7,2,3,5,1,5,0,5,1,7,3,2,9,2,3,8,7,1,9,5,8,6,0,1,7,9,0,9,9,0,1,3,3,7,1,6,6,4,1,4,0,7,1,8,5,4,4,7,3,4,2,0,7,2,3,6,6,3,3,0,2,1,6,5,0,9,4,8,0,0,1,4,3,3,3,7,7,7,4,3,6,9,6,1,4,4,1,3,1,7,2,3,6,6,-236.99641854289405
5,2,2,3,8,1,7,1,6,7,9,7,5,1,1,4,2,5,4,2,4,3,7,1,1,7,1,5,2,7,1,7,3,4,8,4,0,1,2,5,8,6,1,2,3,6,5,5,7,4,8,0,2,2,8,3,6,0,4,4,2,4,7,8,2,3,7,1,6,9,7,2,0,4,3,6,6,4,4,6,9,6,2,5,9,0,3,5,0,9,0,7,7,1,7,7,5,7,7,1,-173.74411737926872
7,1,5,3,9,1,8,4,7,6,7,1,5,0,4,7,2,9,3,8,9,0,9,6,2,5,5,9,1,8,5,0,9,8,5,4,9,9,6,5,0,4,3,9,5,8,2,2,2,9,8,9,4,8,5,1,1,6,3,7,8,8,6,3,4,3,4,1,7,2,0,4,1,3,5,3,2,4,1,5,0,1,1,4,7,4,7,1,7,6,6,1,0,2,8,8,1,1,1,7,223.35992026416804
2,4,3,4,2,4,8,3,0,3,8,8,3,3,7,9,9,4,4,7,1,0,9,8,1,6,2,8,8,1,8,5,7,6,10,3,0,3,6,6,7,2,2,0,6,0,0,4,5,0,0,2,7,1,5,1,8,5,7,5,9,4,2,7,6,2,5,6,3,5,0,2,3,5,4,8,5,9,6,1,4,6,9,8,3,9,3,2,2,3,7,1,7,7,4,3,2,2,1,3,60.11835403960349
2,8,8,2,4,3,4,1,9,1,5,6,4,9,0,6,8,6,4,9,2,7,9,3,4,5,0,1,8,3,0,1,4,3,3,0,8,5,9,3,0,8,2,1,3,2,7,2,0,2,1,2,3,7,3,6,5,2,2,2,6,2,7,7,6,3,2,6,7,8,8,0,1,9,3,6,1,2,4,9,5,2,6,8,2,9,1,8,5,5,9,0,9,6,9,1,8,5,7,8,-69.24554642692163
